College_Name,URL_CtP
The University of Texas-Pan American,https://ChangingThePresent.org/collections/The-University-Of-Texas-Pan-American
The University of the Arts,https://ChangingThePresent.org/collections/The-University-Of-The-Arts
The University of Virginia's College at Wise,https://ChangingThePresent.org/collections/The-University-Of-Virginia-S-College-At-Wise
Vermont Law School,https://ChangingThePresent.org/collections/Vermont-Law-School
The University of West Florida,https://ChangingThePresent.org/collections/The-University-Of-West-Florida
The Wright Institute,https://ChangingThePresent.org/collections/The-Wright-Institute
Theological Seminary of the Reformed Episcopal Church,https://ChangingThePresent.org/collections/Theological-Seminary-Of-The-Reformed-Episcopal-Church
Thiel College,https://ChangingThePresent.org/collections/Thiel-College
Thomas Aquinas College,https://ChangingThePresent.org/collections/Thomas-Aquinas-College
Thomas College,https://ChangingThePresent.org/collections/Thomas-College
Thomas Edison State College,https://ChangingThePresent.org/collections/Thomas-Edison-State-College
Thomas Jefferson School of Law,https://ChangingThePresent.org/collections/Thomas-Jefferson-School-Of-Law
Thomas Jefferson University,https://ChangingThePresent.org/collections/Thomas-Jefferson-University
Thomas More College,https://ChangingThePresent.org/collections/Thomas-More-College
Thomas More College of Liberal Arts,https://ChangingThePresent.org/collections/Thomas-More-College-Of-Liberal-Arts
Thomas Nelson Community College,https://ChangingThePresent.org/collections/Thomas-Nelson-Community-College
Thomas University,https://ChangingThePresent.org/collections/Thomas-University
Three Rivers Community College,https://ChangingThePresent.org/collections/Three-Rivers-Community-College
Three Rivers Community College,https://ChangingThePresent.org/collections/Three-Rivers-Community-College
Thunderbird School of Global Management,https://ChangingThePresent.org/collections/Thunderbird-School-Of-Global-Management
Tidewater Community College,https://ChangingThePresent.org/collections/Tidewater-Community-College
Tiffin University,https://ChangingThePresent.org/collections/Tiffin-University
Tillamook Bay Community College,https://ChangingThePresent.org/collections/Tillamook-Bay-Community-College
Toccoa Falls College,https://ChangingThePresent.org/collections/Toccoa-Falls-College
Tohono O'Odham Community College,https://ChangingThePresent.org/collections/Tohono-O-Odham-Community-College
Toledo Public Schools Adult and Continuing Education,https://ChangingThePresent.org/collections/Toledo-Public-Schools-Adult-And-Continuing-Education
Toledo Restaurant Training Center,https://ChangingThePresent.org/collections/Toledo-Restaurant-Training-Center
Tom P Haney Technical Center,https://ChangingThePresent.org/collections/Tom-P-Haney-Technical-Center
Tompkins Cortland Community College,https://ChangingThePresent.org/collections/Tompkins-Cortland-Community-College
Tooele Applied Technology College,https://ChangingThePresent.org/collections/Tooele-Applied-Technology-College
Torah Temimah Talmudical Seminary,https://ChangingThePresent.org/collections/Torah-Temimah-Talmudical-Seminary
Tougaloo College,https://ChangingThePresent.org/collections/Tougaloo-College
Touro College,https://ChangingThePresent.org/collections/Touro-College
Touro University California,https://ChangingThePresent.org/collections/Touro-University-California
Touro University Nevada,https://ChangingThePresent.org/collections/Touro-University-Nevada
Touro University Worldwide,https://ChangingThePresent.org/collections/Touro-University-Worldwide
Towson University,https://ChangingThePresent.org/collections/Towson-University
Transylvania University,https://ChangingThePresent.org/collections/Transylvania-University
Traviss Career Center,https://ChangingThePresent.org/collections/Traviss-Career-Center
Treasure Valley Community College,https://ChangingThePresent.org/collections/Treasure-Valley-Community-College
Trevecca Nazarene University,https://ChangingThePresent.org/collections/Trevecca-Nazarene-University
Tri County Regional Vocational Technical High School,https://ChangingThePresent.org/collections/Tri-County-Regional-Vocational-Technical-High-School
Tri County Technology Center,https://ChangingThePresent.org/collections/Tri-County-Technology-Center
Tri-County Adult Career Center,https://ChangingThePresent.org/collections/Tri-County-Adult-Career-Center
Tri-County Community College,https://ChangingThePresent.org/collections/Tri-County-Community-College
Tri-County Technical College,https://ChangingThePresent.org/collections/Tri-County-Technical-College
Trident Technical College,https://ChangingThePresent.org/collections/Trident-Technical-College
Trine University,https://ChangingThePresent.org/collections/Trine-University
Trine University-Arizona Regional Campus,https://ChangingThePresent.org/collections/Trine-University-Arizona-Regional-Campus
Trine University-Regional/Non-Traditional Campuses,https://ChangingThePresent.org/collections/Trine-University-Regional/Non-Traditional-Campuses
Trinidad State Junior College,https://ChangingThePresent.org/collections/Trinidad-State-Junior-College
Trinity Baptist College,https://ChangingThePresent.org/collections/Trinity-Baptist-College
Trinity Bible College,https://ChangingThePresent.org/collections/Trinity-Bible-College
Trinity Christian College,https://ChangingThePresent.org/collections/Trinity-Christian-College
Trinity College of Florida,https://ChangingThePresent.org/collections/Trinity-College-Of-Florida
Trinity College of Nursing & Health Sciences,https://ChangingThePresent.org/collections/Trinity-College-Of-Nursing-&-Health-Sciences
Trinity Episcopal School for Ministry,https://ChangingThePresent.org/collections/Trinity-Episcopal-School-For-Ministry
Trinity Health System School of Nursing,https://ChangingThePresent.org/collections/Trinity-Health-System-School-Of-Nursing
Trinity International University-Florida,https://ChangingThePresent.org/collections/Trinity-International-University-Florida
Trinity International University-Illinois,https://ChangingThePresent.org/collections/Trinity-International-University-Illinois
Trinity Law School,https://ChangingThePresent.org/collections/Trinity-Law-School
Trinity Lutheran College,https://ChangingThePresent.org/collections/Trinity-Lutheran-College
Trinity Lutheran Seminary,https://ChangingThePresent.org/collections/Trinity-Lutheran-Seminary
Trinity University,https://ChangingThePresent.org/collections/Trinity-University
Trinity Valley Community College,https://ChangingThePresent.org/collections/Trinity-Valley-Community-College
Trinity Washington University,https://ChangingThePresent.org/collections/Trinity-Washington-University
Tri-Rivers Career Center,https://ChangingThePresent.org/collections/Tri-Rivers-Career-Center
Tri-State Bible College,https://ChangingThePresent.org/collections/Tri-State-Bible-College
Triton College,https://ChangingThePresent.org/collections/Triton-College
Trocaire College,https://ChangingThePresent.org/collections/Trocaire-College
Troy University,https://ChangingThePresent.org/collections/Troy-University
Truckee Meadows Community College,https://ChangingThePresent.org/collections/Truckee-Meadows-Community-College
Truett-McConnell College,https://ChangingThePresent.org/collections/Truett-Mcconnell-College
Truman Medical Center School of Nurse Anesthesia,https://ChangingThePresent.org/collections/Truman-Medical-Center-School-Of-Nurse-Anesthesia
Truman State University,https://ChangingThePresent.org/collections/Truman-State-University
Trumbull Career & Technical Center,https://ChangingThePresent.org/collections/Trumbull-Career-&-Technical-Center
Tufts University,https://ChangingThePresent.org/collections/Tufts-University
Tulane University of Louisiana,https://ChangingThePresent.org/collections/Tulane-University-Of-Louisiana
Tulsa Community College,https://ChangingThePresent.org/collections/Tulsa-Community-College
Tulsa Technology Center-Broken Arrow Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Broken-Arrow-Campus
Tulsa Technology Center-Lemley Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Lemley-Campus
Tulsa Technology Center-Owasso Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Owasso-Campus
Tulsa Technology Center-Peoria Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Peoria-Campus
Tulsa Technology Center-Riverside Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Riverside-Campus
Tulsa Technology Center-Sand Springs Campus,https://ChangingThePresent.org/collections/Tulsa-Technology-Center-Sand-Springs-Campus
Tunxis Community College,https://ChangingThePresent.org/collections/Tunxis-Community-College
Turtle Mountain Community College,https://ChangingThePresent.org/collections/Turtle-Mountain-Community-College
Tusculum College,https://ChangingThePresent.org/collections/Tusculum-College
Tuskegee University,https://ChangingThePresent.org/collections/Tuskegee-University
Twin Rivers Adult School,https://ChangingThePresent.org/collections/Twin-Rivers-Adult-School
Tyler Junior College,https://ChangingThePresent.org/collections/Tyler-Junior-College
U S Grant Joint Vocational School,https://ChangingThePresent.org/collections/U-S-Grant-Joint-Vocational-School
Uintah Basin Applied Technology College,https://ChangingThePresent.org/collections/Uintah-Basin-Applied-Technology-College
Ukiah Adult School,https://ChangingThePresent.org/collections/Ukiah-Adult-School
Ulster BOCES School of Practical Nursing,https://ChangingThePresent.org/collections/Ulster-Boces-School-Of-Practical-Nursing
Ulster County Community College,https://ChangingThePresent.org/collections/Ulster-County-Community-College
Umpqua Community College,https://ChangingThePresent.org/collections/Umpqua-Community-College
Unification Theological Seminary,https://ChangingThePresent.org/collections/Unification-Theological-Seminary
Union College,https://ChangingThePresent.org/collections/Union-College
Union College,https://ChangingThePresent.org/collections/Union-College
